@relation InstanceResultListener

@attribute Key_Dataset {pacman-weka.filters.unsupervised.attribute.Remove-R32}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.trees.J48,weka.classifiers.bayes.NaiveBayes,weka.classifiers.rules.PART,weka.classifiers.rules.OneR,weka.classifiers.lazy.IBk,weka.classifiers.trees.RandomForest}
@attribute Key_Scheme_options {'-C 0.25 -M 2','-U -M 2','','-B 6','-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-K 9 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1'}
@attribute Key_Scheme_version_ID {-217733168393644444,5995231201785697655,8121455039782598361,-3459427003147861443,-3080186098777067172,1116839470751428698}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 95\nSize of the tree: 189\n','Number of leaves: 97\nSize of the tree: 193\n','Number of leaves: 83\nSize of the tree: 165\n','Number of leaves: 89\nSize of the tree: 177\n','Number of leaves: 88\nSize of the tree: 175\n','Number of leaves: 90\nSize of the tree: 179\n','Number of leaves: 96\nSize of the tree: 191\n','Number of leaves: 94\nSize of the tree: 187\n','Number of leaves: 98\nSize of the tree: 195\n','Number of leaves: 99\nSize of the tree: 197\n','Number of leaves: 92\nSize of the tree: 183\n','Number of leaves: 79\nSize of the tree: 157\n','Number of leaves: 87\nSize of the tree: 173\n','Number of leaves: 93\nSize of the tree: 185\n','Number of leaves: 91\nSize of the tree: 181\n','Number of leaves: 81\nSize of the tree: 161\n','Number of leaves: 80\nSize of the tree: 159\n','Number of leaves: 85\nSize of the tree: 169\n','Number of leaves: 84\nSize of the tree: 167\n','Number of leaves: 100\nSize of the tree: 199\n','Number of leaves: 82\nSize of the tree: 163\n','Number of leaves: 86\nSize of the tree: 171\n','Number of leaves: 204\nSize of the tree: 407\n','Number of leaves: 201\nSize of the tree: 401\n','Number of leaves: 199\nSize of the tree: 397\n','Number of leaves: 197\nSize of the tree: 393\n','Number of leaves: 194\nSize of the tree: 387\n','Number of leaves: 207\nSize of the tree: 413\n','Number of leaves: 218\nSize of the tree: 435\n','Number of leaves: 206\nSize of the tree: 411\n','Number of leaves: 173\nSize of the tree: 345\n','Number of leaves: 226\nSize of the tree: 451\n','Number of leaves: 208\nSize of the tree: 415\n','Number of leaves: 209\nSize of the tree: 417\n','Number of leaves: 196\nSize of the tree: 391\n','Number of leaves: 192\nSize of the tree: 383\n','Number of leaves: 210\nSize of the tree: 419\n','Number of leaves: 172\nSize of the tree: 343\n','Number of leaves: 205\nSize of the tree: 409\n','Number of leaves: 188\nSize of the tree: 375\n','Number of leaves: 221\nSize of the tree: 441\n','Number of leaves: 212\nSize of the tree: 423\n','Number of leaves: 211\nSize of the tree: 421\n','Number of leaves: 202\nSize of the tree: 403\n','Number of leaves: 213\nSize of the tree: 425\n','Number of leaves: 215\nSize of the tree: 429\n','Number of leaves: 200\nSize of the tree: 399\n','Number of leaves: 190\nSize of the tree: 379\n','Number of leaves: 198\nSize of the tree: 395\n','Number of leaves: 216\nSize of the tree: 431\n','Number of leaves: 185\nSize of the tree: 369\n','Number of leaves: 195\nSize of the tree: 389\n','Number of leaves: 214\nSize of the tree: 427\n','Number of leaves: 187\nSize of the tree: 373\n','Number of leaves: 203\nSize of the tree: 405\n','Number of leaves: 220\nSize of the tree: 439\n','Number of leaves: 225\nSize of the tree: 449\n','Number of leaves: 191\nSize of the tree: 381\n','Number of leaves: 223\nSize of the tree: 445\n','Number of leaves: 183\nSize of the tree: 365\n','Number of leaves: 105\nSize of the tree: 209\n','Number of leaves: 122\nSize of the tree: 243\n','Number of leaves: 109\nSize of the tree: 217\n','Number of leaves: 107\nSize of the tree: 213\n','Number of leaves: 111\nSize of the tree: 221\n','Number of leaves: 108\nSize of the tree: 215\n','Number of leaves: 101\nSize of the tree: 201\n','Number of leaves: 106\nSize of the tree: 211\n','Number of leaves: 116\nSize of the tree: 231\n','Number of leaves: 103\nSize of the tree: 205\n','Number of leaves: 114\nSize of the tree: 227\n','Number of leaves: 112\nSize of the tree: 223\n','Number of leaves: 117\nSize of the tree: 233\n','Number of leaves: 113\nSize of the tree: 225\n','Number of leaves: 110\nSize of the tree: 219\n','Number of leaves: 104\nSize of the tree: 207\n','Number of leaves: 118\nSize of the tree: 235\n','Number of leaves: 132\nSize of the tree: 263\n','Number of leaves: 121\nSize of the tree: 241\n','Number of leaves: 115\nSize of the tree: 229\n','Number of leaves: 251\nSize of the tree: 501\n','Number of leaves: 257\nSize of the tree: 513\n','Number of leaves: 274\nSize of the tree: 547\n','Number of leaves: 247\nSize of the tree: 493\n','Number of leaves: 261\nSize of the tree: 521\n','Number of leaves: 252\nSize of the tree: 503\n','Number of leaves: 271\nSize of the tree: 541\n','Number of leaves: 266\nSize of the tree: 531\n','Number of leaves: 248\nSize of the tree: 495\n','Number of leaves: 253\nSize of the tree: 505\n','Number of leaves: 258\nSize of the tree: 515\n','Number of leaves: 281\nSize of the tree: 561\n','Number of leaves: 265\nSize of the tree: 529\n','Number of leaves: 250\nSize of the tree: 499\n','Number of leaves: 264\nSize of the tree: 527\n','Number of leaves: 246\nSize of the tree: 491\n','Number of leaves: 269\nSize of the tree: 537\n','Number of leaves: 259\nSize of the tree: 517\n','Number of leaves: 245\nSize of the tree: 489\n','Number of leaves: 262\nSize of the tree: 523\n','Number of leaves: 263\nSize of the tree: 525\n','Number of leaves: 270\nSize of the tree: 539\n','Number of leaves: 278\nSize of the tree: 555\n','Number of leaves: 283\nSize of the tree: 565\n','Number of leaves: 254\nSize of the tree: 507\n','Number of leaves: 268\nSize of the tree: 535\n','Number of leaves: 249\nSize of the tree: 497\n','Number of leaves: 255\nSize of the tree: 509\n','Number of leaves: 256\nSize of the tree: 511\n','Number of leaves: 267\nSize of the tree: 533\n','Number of leaves: 243\nSize of the tree: 485\n','Number of leaves: 275\nSize of the tree: 549\n','Number of leaves: 244\nSize of the tree: 487\n','Number of leaves: 260\nSize of the tree: 519\n','Number of leaves: 273\nSize of the tree: 545\n','Number of leaves: 272\nSize of the tree: 543\n','Number of leaves: 239\nSize of the tree: 477\n','Number of rules: 73\n','Number of rules: 67\n','Number of rules: 68\n','Number of rules: 72\n','Number of rules: 77\n','Number of rules: 79\n','Number of rules: 81\n','Number of rules: 71\n','Number of rules: 65\n','Number of rules: 78\n','Number of rules: 66\n','Number of rules: 69\n','Number of rules: 75\n','Number of rules: 83\n','Number of rules: 76\n','Number of rules: 74\n','Number of rules: 70\n','Number of rules: 82\n','Number of rules: 165\n','Number of rules: 186\n','Number of rules: 169\n','Number of rules: 174\n','Number of rules: 167\n','Number of rules: 178\n','Number of rules: 176\n','Number of rules: 149\n','Number of rules: 168\n','Number of rules: 164\n','Number of rules: 170\n','Number of rules: 151\n','Number of rules: 163\n','Number of rules: 187\n','Number of rules: 172\n','Number of rules: 171\n','Number of rules: 158\n','Number of rules: 166\n','Number of rules: 161\n','Number of rules: 184\n','Number of rules: 160\n','Number of rules: 162\n','Number of rules: 181\n','Number of rules: 192\n','Number of rules: 175\n','Number of rules: 182\n','Number of rules: 156\n','Number of rules: 177\n','Number of rules: 159\n','Number of rules: 179\n','Number of rules: 157\n','Number of rules: 152\n','Number of rules: 173\n','Number of rules: 180\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric
@attribute measureOutOfBagError numeric

@data
pacman-weka.filters.unsupervised.attribute.Remove-R32,10,6,weka.classifiers.lazy.IBk,'-K 9 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220321.2252,1891,210,154,56,0,73.333333,26.666667,0,0.636577,0.133177,0.268769,45.069396,69.948202,427.924318,269.008273,158.916046,2.037735,1.280992,0.756743,271.434007,1.292543,63.430377,0.785714,44,0.142857,22,0.857143,132,0.214286,12,0.666667,0.785714,0.721311,0.612372,0.893379,0.764469,0.733333,0.100879,0.899121,0.266667,0.738469,0.733333,0.730787,0.63756,0.913554,0.802597,0.755727,0.733333,0,0.04,0,0.046875,0,46.875,545227,542562,63477,95.714286,40.761905,?,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,10,7,weka.classifiers.lazy.IBk,'-K 9 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220321.2252,1891,210,151,59,0,71.904762,28.095238,0,0.618464,0.136985,0.271338,46.305019,70.525744,429.338349,252.680229,176.658121,2.044468,1.203239,0.841229,266.115339,1.267216,61.982662,0.660714,37,0.090909,14,0.909091,140,0.339286,19,0.72549,0.660714,0.691589,0.587621,0.89993,0.794997,0.719048,0.104746,0.895254,0.280952,0.721086,0.719048,0.718506,0.61773,0.914763,0.796967,0.73088,0.719048,0,0.039,0,0.046875,0,46.875,545227,542562,63477,96.666667,42.190476,?,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,10,8,weka.classifiers.lazy.IBk,'-K 9 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220321.2252,1891,210,157,53,0,74.761905,25.238095,0,0.659133,0.126618,0.25462,42.800539,66.180557,429.338349,201.545457,227.792893,2.044468,0.95974,1.084728,285.797559,1.360941,66.566977,0.767857,43,0.071429,11,0.928571,143,0.232143,13,0.796296,0.767857,0.781818,0.704647,0.936862,0.880351,0.747619,0.093415,0.906585,0.252381,0.750281,0.747619,0.747958,0.655137,0.934388,0.837856,0.794536,0.747619,0,0.04,0,0.03125,0,31.25,545227,542562,63477,98.095238,40.47619,?,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,10,9,weka.classifiers.lazy.IBk,'-K 9 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220321.2252,1891,210,151,59,0,71.904762,28.095238,0,0.615838,0.130214,0.261363,44.016389,67.933207,429.338349,210.663435,218.674915,2.044468,1.003159,1.041309,275.63062,1.312527,64.198928,0.732143,41,0.097403,15,0.902597,139,0.267857,15,0.732143,0.732143,0.732143,0.63474,0.927876,0.833683,0.719048,0.104187,0.895813,0.280952,0.709757,0.719048,0.708485,0.614898,0.929875,0.823139,0.709714,0.719048,0,0.039,0,0.03125,0,31.25,545227,542562,63477,98.095238,41.238095,?,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,10,10,weka.classifiers.lazy.IBk,'-K 9 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220321.2252,1891,210,146,64,0,69.52381,30.47619,0,0.586181,0.136139,0.274352,46.057573,71.376534,428.18991,263.450357,164.739553,2.039,1.254526,0.784474,265.271651,1.263198,61.951869,0.754386,43,0.111111,17,0.888889,136,0.245614,14,0.716667,0.754386,0.735043,0.633226,0.926155,0.845899,0.695238,0.108566,0.891434,0.304762,0.691811,0.695238,0.692943,0.586672,0.912287,0.790158,0.724759,0.695238,0,0.039,0,0.046875,0,46.875,545227,542562,63477,96.190476,40.761905,?,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R32,1,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20220321.2252,792,89,67,22,0,75.280899,24.719101,0,0.676471,0.150427,0.27653,49.2106,70.70362,193.186942,2229.391442,-2036.2045,2.17064,25.049342,-22.878702,118.880166,1.335732,61.536336,0.736842,14,0.071429,5,0.928571,65,0.263158,5,0.736842,0.736842,0.736842,0.665414,0.895865,0.69025,0.752809,0.080816,0.919184,0.247191,0.758455,0.752809,0.754035,0.675127,0.905916,0.790843,0.786156,0.752809,0.181,0.006,0.1875,0,187.5,0,2606179,229347,28992,95.505618,49.438202,?,?,?,?,-1
pacman-weka.filters.unsupervised.attribute.Remove-R32,1,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20220321.2252,793,88,70,18,0,79.545455,20.454545,0,0.730658,0.127682,0.237999,41.870554,61.017324,188.964228,66.355056,122.609172,2.147321,0.754035,1.393286,127.560378,1.44955,67.50504,0.736842,14,0.086957,6,0.913043,63,0.263158,5,0.7,0.736842,0.717949,0.638071,0.939741,0.837874,0.795455,0.068578,0.931422,0.204545,0.796945,0.795455,0.794234,0.728369,0.956866,0.893516,0.825282,0.795455,0.184,0.006,0.171875,0.015625,171.875,15.625,2700552,229632,28707,98.863636,51.363636,?,?,?,?,-1
pacman-weka.filters.unsupervised.attribute.Remove-R32,1,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20220321.2252,793,88,68,20,0,77.272727,22.727273,0,0.7044,0.129455,0.248423,42.451883,63.689782,188.964228,1145.701878,-956.73765,2.147321,13.01934,-10.872019,126.590179,1.438525,66.99161,0.789474,15,0.057971,4,0.942029,65,0.210526,4,0.789474,0.789474,0.789474,0.731503,0.932494,0.847401,0.772727,0.06551,0.93449,0.227273,0.781506,0.772727,0.773273,0.705046,0.938627,0.879012,0.788551,0.772727,0.182,0.007,0.1875,0,187.5,0,2663623,229632,28707,95.454545,47.954545,?,?,?,?,-1
pacman-weka.filters.unsupervised.attribute.Remove-R32,1,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20220321.2252,793,88,73,15,0,82.954545,17.045455,0,0.775853,0.110545,0.225977,36.251046,57.935025,188.964228,62.657594,126.306634,2.147321,0.712018,1.435303,135.988662,1.545326,71.965294,0.789474,15,0.101449,7,0.898551,62,0.210526,4,0.681818,0.789474,0.731707,0.653765,0.951945,0.876384,0.829545,0.056084,0.943916,0.170455,0.836826,0.829545,0.831493,0.776637,0.961057,0.909298,0.857476,0.829545,0.187,0.006,0.1875,0,187.5,0,2758693,229632,28707,97.727273,43.181818,?,?,?,?,-1
pacman-weka.filters.unsupervised.attribute.Remove-R32,1,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20220321.2252,793,88,65,23,0,73.863636,26.136364,0,0.656716,0.138818,0.257996,45.52249,66.143959,188.964228,77.419755,111.544474,2.147321,0.87977,1.267551,120.471841,1.368998,63.753781,0.578947,11,0.086957,6,0.913043,63,0.421053,8,0.647059,0.578947,0.611111,0.512749,0.907704,0.770854,0.738636,0.085618,0.914382,0.261364,0.73869,0.738636,0.737578,0.652383,0.93627,0.860133,0.777321,0.738636,0.193,0.004,0.171875,0,171.875,0,2656999,229632,28707,98.863636,49.545455,?,?,?,?,-1
pacman-weka.filters.unsupervised.attribute.Remove-R32,1,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20220321.2252,793,88,67,21,0,76.136364,23.863636,0,0.682964,0.134273,0.264899,43.894161,67.674911,191.40365,1158.765983,-967.362333,2.175041,13.167795,-10.992754,124.608156,1.416002,65.102288,0.578947,11,0.014493,1,0.985507,68,0.421053,8,0.916667,0.578947,0.709677,0.676757,0.869184,0.792297,0.761364,0.088224,0.911776,0.238636,0.79929,0.761364,0.754652,0.699453,0.913011,0.809712,0.778815,0.761364,0.181,0.006,0.1875,0,187.5,0,2679391,229632,28707,92.045455,46.818182,?,?,?,?,-1
pacman-weka.filters.unsupervised.attribute.Remove-R32,1,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20220321.2252,793,88,75,13,0,85.227273,14.772727,0,0.807375,0.115818,0.223126,37.861314,57.002905,191.40365,57.762911,133.64074,2.175041,0.656397,1.518645,137.897419,1.567016,72.045344,0.789474,15,0.043478,3,0.956522,66,0.210526,4,0.833333,0.789474,0.810811,0.760943,0.960717,0.896146,0.852273,0.046718,0.953282,0.147727,0.855723,0.852273,0.851915,0.806472,0.969116,0.925112,0.872666,0.852273,0.184,0.006,0.1875,0,187.5,0,2744225,229632,28707,100,44.545455,?,?,?,?,-1
pacman-weka.filters.unsupervised.attribute.Remove-R32,1,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20220321.2252,793,88,73,15,0,82.954545,17.045455,0,0.777365,0.111636,0.220701,36.494265,56.383593,191.40365,58.627339,132.776312,2.175041,0.66622,1.508822,138.798743,1.577258,72.516247,0.947368,18,0.057971,4,0.942029,65,0.052632,1,0.818182,0.947368,0.878049,0.845111,0.983219,0.954123,0.829545,0.058705,0.941295,0.170455,0.831525,0.829545,0.828671,0.771783,0.967087,0.923843,0.86023,0.829545,0.201,0.007,0.203125,0.015625,203.125,15.625,2756676,229632,28707,98.863636,45,?,?,?,?,-1
pacman-weka.filters.unsupervised.attribute.Remove-R32,1,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20220321.2252,793,88,70,18,0,79.545455,20.454545,0,0.734094,0.120864,0.234798,39.564468,60.076683,190.717213,66.334232,124.38298,2.167241,0.753798,1.413443,134.224181,1.525275,70.37864,0.842105,16,0.072464,5,0.927536,64,0.157895,3,0.761905,0.842105,0.8,0.742921,0.928299,0.864127,0.795455,0.06247,0.93753,0.204545,0.802032,0.795455,0.79536,0.7315,0.954376,0.896501,0.826462,0.795455,0.18,0.006,0.171875,0.015625,171.875,15.625,2742141,229632,28707,97.727273,46.590909,?,?,?,?,-1
pacman-weka.filters.unsupervised.attribute.Remove-R32,1,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20220321.2252,793,88,70,18,0,79.545455,20.454545,0,0.731844,0.123909,0.24022,40.571226,61.480613,190.62362,70.660902,119.962717,2.166177,0.802965,1.363213,130.883542,1.487313,68.660716,0.842105,16,0.057971,4,0.942029,65,0.157895,3,0.8,0.842105,0.820513,0.769879,0.967963,0.931766,0.795455,0.06625,0.93375,0.204545,0.794231,0.795455,0.794399,0.728822,0.947933,0.893092,0.817564,0.795455,0.207,0.005,0.1875,0.015625,187.5,15.625,2737512,229632,28707,97.727273,47.272727,?,?,?,?,-1
pacman-weka.filters.unsupervised.attribute.Remove-R32,2,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20220321.2252,792,89,70,19,0,78.651685,21.348315,0,0.719383,0.128,0.246246,41.863814,62.943806,193.280535,74.518144,118.762391,2.171691,0.837283,1.334409,131.105794,1.473099,67.831866,0.789474,15,0.071429,5,0.928571,65,0.210526,4,0.75,0.789474,0.769231,0.704917,0.935714,0.846702,0.786517,0.074584,0.925416,0.213483,0.793667,0.786517,0.786125,0.717662,0.946239,0.881358,0.818183,0.786517,0.19,0.007,0.1875,0,187.5,0,2672972,229347,28992,97.752809,47.191011,?,?,?,?,-1
pacman-weka.filters.unsupervised.attribute.Remove-R32,2,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20220321.2252,793,88,73,15,0,82.954545,17.045455,0,0.776461,0.117318,0.227665,38.472019,58.367879,188.964228,1134.40913,-945.444902,2.147321,12.891013,-10.743692,133.493145,1.516968,70.644664,0.894737,17,0.072464,5,0.927536,64,0.105263,2,0.772727,0.894737,0.829268,0.781329,0.974447,0.931305,0.829545,0.050139,0.949861,0.170455,0.834047,0.829545,0.829804,0.779864,0.952563,0.904299,0.844999,0.829545,0.216,0.004,0.203125,0,203.125,0,2715587,229632,28707,97.727273,46.136364,?,?,?,?,-1
pacman-weka.filters.unsupervised.attribute.Remove-R32,2,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20220321.2252,793,88,65,23,0,73.863636,26.136364,0,0.656483,0.146409,0.269006,48.011768,68.966653,188.964228,1154.753774,-965.789546,2.147321,13.122202,-10.974881,117.623994,1.336636,62.246699,0.684211,13,0.072464,5,0.927536,64,0.315789,6,0.722222,0.684211,0.702703,0.624005,0.918383,0.836083,0.738636,0.08189,0.91811,0.261364,0.740506,0.738636,0.739179,0.657492,0.921856,0.830722,0.768352,0.738636,0.196,0.006,0.203125,0,203.125,0,2675107,229632,28707,96.590909,48.863636,?,?,?,?,-1
pacman-weka.filters.unsupervised.attribute.Remove-R32,2,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20220321.2252,793,88,69,19,0,78.409091,21.590909,0,0.716658,0.138364,0.255012,45.373431,65.379113,188.964228,78.515514,110.448714,2.147321,0.892222,1.255099,123.228087,1.400319,65.212389,0.789474,15,0.043478,3,0.956522,66,0.210526,4,0.833333,0.789474,0.810811,0.760943,0.952326,0.873725,0.784091,0.073392,0.926608,0.215909,0.785325,0.784091,0.783576,0.71018,0.938484,0.867147,0.823432,0.784091,0.216,0.004,0.203125,0,203.125,0,2684638,229632,28707,97.727273,49.772727,?,?,?,?,-1
pacman-weka.filters.unsupervised.attribute.Remove-R32,2,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20220321.2252,793,88,72,16,0,81.818182,18.181818,0,0.759932,0.118864,0.225702,38.978818,57.86459,188.964228,1129.036531,-940.072303,2.147321,12.829961,-10.68264,133.802015,1.520477,70.808119,0.684211,13,0.072464,5,0.927536,64,0.315789,6,0.722222,0.684211,0.702703,0.624005,0.923341,0.775435,0.818182,0.063618,0.936382,0.181818,0.819299,0.818182,0.817412,0.757417,0.958061,0.903371,0.84646,0.818182,0.188,0.005,0.203125,0,203.125,0,2707062,229632,28707,97.727273,47.272727,?,?,?,?,-1
pacman-weka.filters.unsupervised.attribute.Remove-R32,2,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20220321.2252,793,88,74,14,0,84.090909,15.909091,0,0.790583,0.111182,0.22358,36.403969,57.222051,190.62362,61.628445,128.995175,2.166177,0.700323,1.465854,137.067814,1.557589,71.904948,0.842105,16,0.057971,4,0.942029,65,0.157895,3,0.8,0.842105,0.820513,0.769879,0.966819,0.87234,0.840909,0.050812,0.949188,0.159091,0.836931,0.840909,0.837123,0.790425,0.964754,0.908737,0.845279,0.840909,0.202,0.004,0.171875,0,171.875,0,2738238,229632,28707,98.863636,46.136364,?,?,?,?,-1
pacman-weka.filters.unsupervised.attribute.Remove-R32,2,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20220321.2252,793,88,63,25,0,71.590909,28.409091,0,0.626359,0.133455,0.265479,43.696669,67.945375,190.62362,84.192733,106.430887,2.166177,0.956736,1.209442,122.030264,1.386708,64.01634,0.789474,15,0.115942,8,0.884058,61,0.210526,4,0.652174,0.789474,0.714286,0.630723,0.954996,0.885768,0.715909,0.090951,0.909049,0.284091,0.710383,0.715909,0.709665,0.623549,0.931996,0.839731,0.731289,0.715909,0.179,0.007,0.1875,0,187.5,0,2659367,229632,28707,97.727273,45.681818,?,?,?,?,-1
pacman-weka.filters.unsupervised.attribute.Remove-R32,2,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20220321.2252,793,88,72,16,0,81.818182,18.181818,0,0.763361,0.117091,0.229702,38.277372,58.683124,191.40365,63.617348,127.786302,2.175041,0.722924,1.452117,136.098509,1.546574,71.105493,0.736842,14,0.028986,2,0.971014,67,0.263158,5,0.875,0.736842,0.8,0.755128,0.939741,0.880929,0.818182,0.055847,0.944153,0.181818,0.831034,0.818182,0.818883,0.766248,0.961914,0.9165,0.842615,0.818182,0.207,0.005,0.171875,0.015625,171.875,15.625,2750727,229632,28707,98.863636,44.545455,?,?,?,?,-1
