@relation pacman-weka.filters.unsupervised.attribute.Remove-R32-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-Clast-Llast

@attribute pos_x numeric
@attribute pos_y numeric
@attribute ghost1_alive {0,1}
@attribute ghost2_alive {0,1}
@attribute ghost3_alive {0,1}
@attribute ghost4_alive {0,1}
@attribute ghost1_pos_x numeric
@attribute ghost1_pos_y numeric
@attribute ghost2_pos_x numeric
@attribute ghost2_pos_y numeric
@attribute ghost3_pos_x numeric
@attribute ghost3_pos_y numeric
@attribute ghost4_pos_x numeric
@attribute ghost4_pos_y numeric
@attribute distance_to_ghost1 numeric
@attribute distance_to_ghost2 numeric
@attribute distance_to_ghost3 numeric
@attribute distance_to_ghost4 numeric
@attribute relative_distance_ghost1_x numeric
@attribute relative_distance_ghost1_y numeric
@attribute relative_distance_ghost2_x numeric
@attribute relative_distance_ghost2_y numeric
@attribute relative_distance_ghost3_x numeric
@attribute relative_distance_ghost3_y numeric
@attribute relative_distance_ghost4_x numeric
@attribute relative_distance_ghost4_y numeric
@attribute legal_north {0,1}
@attribute legal_south {0,1}
@attribute legal_east {0,1}
@attribute legal_west {0,1}
@attribute score numeric
@attribute chosen_move {1,2,3,4,5}

@data
11,10,0,0,1,1,1,1,3,1,18,6,25,13,-1,-1,16,22,10,9,8,9,-7,4,-14,-3,1,1,0,1,363,1
11,11,0,0,1,1,1,1,3,1,18,5,25,13,-1,-1,16,21,10,10,8,10,-7,6,-14,-2,1,1,0,1,362,1
11,12,0,0,1,1,1,1,3,1,18,6,25,14,-1,-1,14,19,10,11,8,11,-7,6,-14,-2,0,1,1,1,361,1
12,12,0,0,1,1,1,1,3,1,18,6,25,15,-1,-1,13,17,11,11,9,11,-6,6,-13,-3,0,0,1,1,360,3
13,12,0,0,1,1,1,1,3,1,19,6,25,15,-1,-1,13,16,12,11,10,11,-6,6,-12,-3,0,1,1,1,359,3
13,11,0,0,1,1,1,1,3,1,19,5,25,15,-1,-1,13,17,12,10,10,10,-6,6,-12,-4,1,1,1,0,358,2
13,10,0,0,1,1,1,1,3,1,19,5,25,15,-1,-1,12,18,12,9,10,9,-6,5,-12,-5,1,1,1,0,357,2
13,9,0,0,1,1,1,1,3,1,19,6,24,15,-1,-1,10,18,12,8,10,8,-6,3,-11,-6,1,1,1,0,356,2
13,8,0,0,1,1,1,1,3,1,18,6,24,15,-1,-1,8,19,12,7,10,7,-5,2,-11,-7,1,1,1,0,355,2
13,7,0,0,1,1,1,1,3,1,17,6,25,15,-1,-1,6,21,12,6,10,6,-4,1,-12,-8,1,1,1,0,354,2
13,6,0,0,1,1,1,1,3,1,17,5,25,15,-1,-1,6,22,12,5,10,5,-4,1,-12,-9,1,1,1,0,353,2
14,6,0,0,1,1,1,1,3,1,18,5,25,16,-1,-1,6,22,13,5,11,5,-4,1,-11,-10,1,1,1,1,352,3
15,6,0,0,1,1,1,1,3,1,18,5,24,16,-1,-1,5,22,14,5,12,5,-3,1,-9,-10,0,0,1,1,351,3
16,6,0,0,1,1,1,1,3,1,19,5,23,16,-1,-1,5,22,15,5,13,5,-3,1,-7,-10,0,0,1,1,350,3
17,6,0,0,1,1,1,1,3,1,18,5,23,15,-1,-1,3,22,16,5,14,5,-1,1,-6,-9,0,1,1,1,349,3
17,5,0,0,1,1,1,1,3,1,18,6,23,14,-1,-1,3,24,16,4,14,4,-1,-1,-6,-9,1,1,1,0,348,2
17,6,0,0,1,1,1,1,3,1,19,6,22,14,-1,-1,3,22,16,5,14,5,-2,0,-5,-8,0,1,1,1,347,1
18,6,0,0,1,1,1,1,3,1,20,6,22,14,-1,-1,3,21,17,5,15,5,-2,0,-4,-8,0,1,1,1,346,3
19,6,0,0,1,1,1,1,3,1,21,6,22,15,-1,-1,3,19,18,5,16,5,-2,0,-3,-9,0,1,1,1,345,3
20,6,0,0,1,1,1,1,3,1,21,6,22,16,-1,-1,2,19,19,5,17,5,-1,0,-2,-10,0,1,1,1,344,3
21,6,0,0,0,1,1,1,3,1,5,1,21,16,-1,-1,-1,17,20,5,18,5,16,5,0,-10,0,0,1,1,343,3
22,6,0,0,0,1,1,1,3,1,5,1,22,16,-1,-1,-1,17,21,5,19,5,17,5,0,-10,0,0,1,1,542,3
23,6,0,0,0,1,1,1,3,1,5,1,22,16,-1,-1,-1,16,22,5,20,5,18,5,1,-10,1,1,1,1,541,3
23,7,0,0,0,1,1,1,3,1,5,1,23,16,-1,-1,-1,16,22,6,20,6,18,6,0,-9,1,1,1,0,540,1
23,8,0,0,0,1,1,1,3,1,5,1,24,16,-1,-1,-1,16,22,7,20,7,18,7,-1,-8,1,1,1,1,539,1
23,9,0,0,0,1,1,1,3,1,5,1,24,16,-1,-1,-1,15,22,8,20,8,18,8,-1,-7,1,1,1,0,538,1
23,10,0,0,0,1,1,1,3,1,5,1,24,15,-1,-1,-1,13,22,9,20,9,18,9,-1,-5,1,1,1,1,537,1
22,10,0,0,0,1,1,1,3,1,5,1,25,15,-1,-1,-1,13,21,9,19,9,17,9,-3,-5,1,0,1,1,536,4
21,10,0,0,0,1,1,1,3,1,5,1,25,14,-1,-1,-1,13,20,9,18,9,16,9,-4,-4,0,0,1,1,535,4
20,10,0,0,0,1,1,1,3,1,5,1,25,15,-1,-1,-1,11,19,9,17,9,15,9,-5,-5,1,0,1,1,534,4
20,11,0,0,0,1,1,1,3,1,5,1,24,15,-1,-1,-1,9,19,10,17,10,15,10,-4,-4,1,1,0,1,533,1
20,12,0,0,0,1,1,1,3,1,5,1,24,16,-1,-1,-1,9,19,11,17,11,15,11,-4,-4,1,1,0,1,532,1
20,13,0,0,0,1,1,1,3,1,5,1,24,15,-1,-1,-1,7,19,12,17,12,15,12,-4,-2,1,1,0,1,531,1
20,14,0,0,0,1,1,1,3,1,5,1,25,15,-1,-1,-1,7,19,13,17,13,15,13,-5,-1,1,1,0,1,530,1
20,15,0,0,0,1,1,1,3,1,5,1,24,15,-1,-1,-1,5,19,14,17,14,15,14,-4,0,1,1,1,0,529,1
21,15,0,0,0,1,1,1,3,1,5,1,24,15,-1,-1,-1,4,20,14,18,14,16,14,-3,0,1,0,1,1,528,3
22,15,0,0,0,1,1,1,3,1,5,1,25,15,-1,-1,-1,4,21,14,19,14,17,14,-3,0,1,1,1,1,527,3
23,15,0,0,0,1,1,1,3,1,5,1,25,15,-1,-1,-1,3,22,14,20,14,18,14,-2,0,1,1,1,1,526,3
1,17,1,1,1,1,6,9,11,4,18,6,25,13,20,24,29,31,-5,8,-10,13,-17,11,-24,4,1,1,0,0,0,2
1,16,1,1,1,1,6,10,10,4,18,5,25,13,20,22,29,30,-5,6,-9,12,-17,11,-24,3,1,1,1,0,-1,2
1,15,1,1,1,1,5,10,10,4,17,5,25,13,18,21,27,29,-4,5,-9,11,-16,10,-24,2,1,1,1,0,-2,2
1,14,1,1,1,1,4,10,10,3,17,5,25,13,16,21,26,30,-3,4,-9,11,-16,9,-24,1,1,1,1,0,-3,2
1,13,1,1,1,1,5,10,9,3,17,4,25,14,16,19,26,30,-4,3,-8,10,-16,9,-24,-1,1,1,0,0,-4,2
1,12,1,1,1,1,5,9,9,3,17,5,24,14,14,18,24,28,-4,3,-8,9,-16,7,-23,-2,1,1,1,0,-5,2
1,11,1,1,1,1,5,10,9,4,17,5,23,14,14,16,25,28,-4,1,-8,7,-16,6,-22,-3,1,1,0,0,-6,2
1,10,1,1,1,1,4,10,8,4,17,6,22,14,12,14,25,28,-3,0,-7,6,-16,4,-21,-4,1,1,0,0,-7,2
1,9,1,1,1,1,4,10,8,4,17,6,23,14,11,13,26,30,-3,-1,-7,5,-16,3,-22,-5,1,1,0,0,-8,2
1,8,1,1,1,1,4,10,9,4,17,6,22,14,10,13,27,30,-3,-2,-8,4,-16,2,-21,-6,1,1,0,0,-9,2
1,7,1,1,1,1,3,10,9,5,16,6,22,13,8,11,27,32,-2,-3,-8,2,-15,1,-21,-6,1,1,0,0,-10,2
1,6,1,1,1,1,3,9,9,5,16,6,22,13,6,10,28,33,-2,-3,-8,1,-15,0,-21,-7,1,1,1,0,-11,2
2,6,1,1,1,1,3,9,8,5,17,6,23,13,5,8,28,33,-1,-3,-6,1,-15,0,-21,-7,0,1,1,1,-12,3
3,6,1,1,1,1,3,9,8,6,16,6,22,13,4,6,26,31,0,-3,-5,0,-13,0,-19,-7,1,1,1,1,-13,3
3,7,1,1,1,1,3,8,8,7,17,6,23,13,2,8,28,33,0,-1,-5,0,-14,1,-20,-6,1,1,1,0,-14,1
3,8,0,1,1,1,1,1,8,7,17,5,23,14,-1,9,30,33,2,7,-5,1,-14,3,-20,-6,1,1,1,0,-15,1
3,7,0,1,1,1,1,1,9,7,17,4,24,14,-1,9,30,33,2,6,-6,0,-14,3,-21,-7,1,1,1,0,184,2
4,7,0,1,1,1,1,1,9,7,17,3,23,14,-1,8,30,31,3,6,-5,0,-13,4,-19,-7,1,1,1,1,183,3
5,7,0,1,1,1,1,1,9,8,16,3,23,15,-1,8,28,29,4,6,-4,-1,-11,4,-18,-8,1,1,1,1,182,3
6,7,0,1,1,1,1,1,9,8,16,3,24,15,-1,7,27,29,5,6,-3,-1,-10,4,-18,-8,1,1,0,1,181,3
6,6,0,1,1,1,1,1,9,7,17,3,25,15,-1,5,27,29,5,5,-3,-1,-11,3,-19,-9,1,0,1,1,180,2
7,6,0,1,1,1,1,1,10,7,16,3,25,14,-1,5,25,29,6,5,-3,-1,-9,3,-18,-8,0,0,1,1,179,3
8,6,0,1,1,1,1,1,10,6,16,4,25,13,-1,3,23,29,7,5,-2,0,-8,2,-17,-7,1,1,1,1,178,3
9,6,0,0,1,1,1,1,3,1,16,4,25,13,-1,-1,22,28,8,5,6,5,-7,2,-16,-7,1,1,1,1,177,3
10,6,0,0,1,1,1,1,3,1,16,3,25,13,-1,-1,22,27,9,5,7,5,-6,3,-15,-7,1,1,1,1,376,3
11,6,0,0,1,1,1,1,3,1,17,3,25,13,-1,-1,22,26,10,5,8,5,-6,3,-14,-7,1,1,0,1,375,3
11,7,0,0,1,1,1,1,3,1,17,4,25,14,-1,-1,20,24,10,6,8,6,-6,3,-14,-7,1,1,0,1,374,1
11,8,0,0,1,1,1,1,3,1,17,4,25,13,-1,-1,19,24,10,7,8,7,-6,4,-14,-5,1,1,0,1,373,1
11,9,0,0,1,1,1,1,3,1,17,5,25,14,-1,-1,17,22,10,8,8,8,-6,4,-14,-5,1,1,0,1,372,1
11,10,0,0,1,1,1,1,3,1,17,4,25,14,-1,-1,17,21,10,9,8,9,-6,6,-14,-4,1,1,0,1,371,1
11,11,0,0,1,1,1,1,3,1,18,4,24,14,-1,-1,17,19,10,10,8,10,-7,7,-13,-3,1,1,0,1,370,1
11,12,0,0,1,1,1,1,3,1,17,4,25,14,-1,-1,15,19,10,11,8,11,-6,8,-14,-2,0,1,1,1,369,1
12,12,0,0,1,1,1,1,3,1,17,4,25,15,-1,-1,14,17,11,11,9,11,-5,8,-13,-3,0,0,1,1,368,3
13,12,0,0,1,1,1,1,3,1,16,4,25,15,-1,-1,12,16,12,11,10,11,-3,8,-12,-3,0,1,1,1,367,3
13,11,0,0,1,1,1,1,3,1,16,3,25,14,-1,-1,12,18,12,10,10,10,-3,8,-12,-3,1,1,1,0,366,2
13,10,0,0,1,1,1,1,3,1,15,3,24,14,-1,-1,10,18,12,9,10,9,-2,7,-11,-4,1,1,1,0,365,2
13,9,0,0,1,1,1,1,3,1,15,4,23,14,-1,-1,8,18,12,8,10,8,-2,5,-10,-5,1,1,1,0,364,2
13,8,0,0,1,1,1,1,3,1,15,3,23,13,-1,-1,8,20,12,7,10,7,-2,5,-10,-5,1,1,1,0,363,2
13,7,0,0,1,1,1,1,3,1,15,3,23,14,-1,-1,7,20,12,6,10,6,-2,4,-10,-7,1,1,1,0,362,2
13,6,0,0,1,1,1,1,3,1,15,3,23,14,-1,-1,6,21,12,5,10,5,-2,3,-10,-8,1,1,1,0,361,2
13,5,0,0,1,1,1,1,3,1,16,3,23,14,-1,-1,6,22,12,4,10,4,-3,2,-10,-9,1,1,1,0,360,2
13,4,0,0,1,1,1,1,3,1,17,3,23,14,-1,-1,6,23,12,3,10,3,-4,1,-10,-10,1,1,1,0,359,2
13,3,0,0,1,1,1,1,3,1,16,3,23,14,-1,-1,4,24,12,2,10,2,-3,0,-10,-11,1,0,1,0,358,2
14,3,0,0,1,1,1,1,3,1,17,3,23,13,-1,-1,4,24,13,2,11,2,-3,0,-9,-10,1,0,1,1,357,3
15,3,0,0,1,1,1,1,3,1,16,3,22,13,-1,-1,2,24,14,2,12,2,-1,0,-7,-10,1,0,1,1,356,3
16,3,0,0,0,1,1,1,3,1,5,1,22,14,-1,-1,-1,24,15,2,13,2,11,2,-6,-11,1,0,1,1,355,3
16,4,0,0,0,1,1,1,3,1,5,1,22,14,-1,-1,-1,23,15,3,13,3,11,3,-6,-10,0,1,1,1,554,1
15,4,0,0,0,1,1,1,3,1,5,1,22,13,-1,-1,-1,23,14,3,12,3,10,3,-7,-9,0,1,1,1,553,4
14,4,0,0,0,1,1,1,3,1,5,1,22,14,-1,-1,-1,21,13,3,11,3,9,3,-8,-10,1,1,1,1,552,4
14,5,0,0,0,1,1,1,3,1,5,1,22,14,-1,-1,-1,20,13,4,11,4,9,4,-8,-9,1,1,0,1,551,1
14,6,0,0,0,1,1,1,3,1,5,1,22,13,-1,-1,-1,20,13,5,11,5,9,5,-8,-7,1,1,1,1,550,1
14,7,0,0,0,1,1,1,3,1,5,1,22,13,-1,-1,-1,19,13,6,11,6,9,6,-8,-6,1,1,0,1,549,1
14,8,0,0,0,1,1,1,3,1,5,1,23,13,-1,-1,-1,19,13,7,11,7,9,7,-9,-5,1,1,1,1,548,1
14,9,0,0,0,1,1,1,3,1,5,1,22,13,-1,-1,-1,17,13,8,11,8,9,8,-8,-4,1,1,0,1,547,1
14,10,0,0,0,1,1,1,3,1,5,1,23,13,-1,-1,-1,17,13,9,11,9,9,9,-9,-3,1,1,1,1,546,1
14,11,0,0,0,1,1,1,3,1,5,1,22,13,-1,-1,-1,15,13,10,11,10,9,10,-8,-2,1,1,1,1,545,1
14,12,0,0,0,1,1,1,3,1,5,1,22,13,-1,-1,-1,14,13,11,11,11,9,11,-8,-1,1,1,1,1,544,1
15,12,0,0,0,1,1,1,3,1,5,1,22,13,-1,-1,-1,13,14,11,12,11,10,11,-7,-1,0,1,1,1,543,3
16,12,0,0,0,1,1,1,3,1,5,1,22,13,-1,-1,-1,12,15,11,13,11,11,11,-6,-1,0,1,1,1,542,3
17,12,0,0,0,1,1,1,3,1,5,1,22,14,-1,-1,-1,10,16,11,14,11,12,11,-5,-2,1,1,1,1,541,3
17,13,0,0,0,1,1,1,3,1,5,1,22,14,-1,-1,-1,9,16,12,14,12,12,12,-5,-1,1,1,1,0,540,1
17,14,0,0,0,1,1,1,3,1,5,1,22,15,-1,-1,-1,7,16,13,14,13,12,13,-5,-1,1,1,1,1,539,1
18,14,0,0,0,1,1,1,3,1,5,1,22,14,-1,-1,-1,7,17,13,15,13,13,13,-4,0,0,1,1,1,538,3
19,14,0,0,0,1,1,1,3,1,5,1,22,14,-1,-1,-1,6,18,13,16,13,14,13,-3,0,0,1,1,1,537,3
20,14,0,0,0,1,1,1,3,1,5,1,22,15,-1,-1,-1,4,19,13,17,13,15,13,-2,-1,1,1,0,1,536,3
20,15,0,0,0,1,1,1,3,1,5,1,22,14,-1,-1,-1,4,19,14,17,14,15,14,-2,1,1,1,1,0,535,1
21,15,0,0,0,1,1,1,3,1,5,1,22,14,-1,-1,-1,3,20,14,18,14,16,14,-1,1,1,0,1,1,534,3
22,15,0,0,0,1,1,1,3,1,5,1,22,14,-1,-1,-1,2,21,14,19,14,17,14,0,1,1,1,1,1,533,3
1,17,1,1,1,1,5,9,11,3,17,6,25,13,19,25,28,31,-4,8,-10,14,-16,11,-24,4,1,1,0,0,0,2
1,16,1,1,1,1,4,9,10,3,17,5,25,13,17,23,28,30,-3,7,-9,13,-16,11,-24,3,1,1,1,0,-1,2
1,15,1,1,1,1,5,9,10,3,17,4,25,13,17,22,28,29,-4,6,-9,12,-16,11,-24,2,1,1,1,0,-2,2
1,14,1,1,1,1,6,9,10,4,17,5,25,14,17,20,26,29,-5,5,-9,10,-16,9,-24,0,1,1,1,0,-3,2
1,13,1,1,1,1,6,10,9,4,17,4,25,14,17,18,26,30,-5,3,-8,9,-16,9,-24,-1,1,1,0,0,-4,2
1,12,1,1,1,1,6,10,10,4,17,3,24,14,16,18,26,28,-5,2,-9,8,-16,9,-23,-2,1,1,1,0,-5,2
1,11,1,1,1,1,6,10,9,4,17,4,24,14,15,16,26,29,-5,1,-8,7,-16,7,-23,-3,1,1,0,0,-6,2
1,10,1,1,1,1,5,10,9,3,18,4,25,14,13,16,28,31,-4,0,-8,7,-17,6,-24,-4,1,1,0,0,-7,2
1,9,1,1,1,1,6,10,9,3,19,4,25,14,13,15,30,32,-5,-1,-8,6,-18,5,-24,-5,1,1,0,0,-8,2
1,8,1,1,1,1,5,10,9,3,19,5,25,14,11,14,30,33,-4,-2,-8,5,-18,3,-24,-6,1,1,0,0,-9,2
1,7,1,1,1,1,5,9,9,4,19,6,25,15,9,12,30,33,-4,-2,-8,3,-18,1,-24,-8,1,1,0,0,-10,2
1,6,1,1,1,1,4,9,9,4,19,5,25,14,7,11,32,35,-3,-3,-8,2,-18,1,-24,-8,1,1,1,0,-11,2
2,6,1,1,1,1,4,9,9,4,19,5,25,14,6,10,31,34,-2,-3,-7,2,-17,1,-23,-8,0,1,1,1,-12,3
3,6,1,1,1,1,4,10,9,3,20,5,25,15,6,10,31,32,-1,-4,-6,3,-17,1,-22,-9,1,1,1,1,-13,3
3,7,1,1,1,1,4,9,9,4,20,5,25,16,4,10,32,34,-1,-2,-6,3,-17,2,-22,-9,1,1,1,0,-14,1
3,8,1,1,1,1,5,9,9,5,20,5,25,15,4,10,33,34,-2,-1,-6,3,-17,3,-22,-7,1,1,1,0,-15,1
3,9,1,1,1,1,4,9,10,5,20,5,25,15,2,12,34,35,-1,0,-7,4,-17,4,-22,-6,1,1,1,0,-16,1
4,9,0,1,1,1,1,1,10,5,20,5,25,15,-1,11,33,34,3,8,-6,4,-16,4,-21,-6,1,1,1,1,-17,3
4,8,0,1,1,1,1,1,10,5,20,4,25,14,-1,10,33,34,3,7,-6,3,-16,4,-21,-6,1,1,1,1,182,2
4,7,0,1,1,1,1,1,10,4,20,4,24,14,-1,10,32,32,3,6,-6,3,-16,3,-20,-7,1,1,1,1,181,2
4,6,0,1,1,1,1,1,10,3,20,4,25,14,-1,10,31,32,3,5,-6,3,-16,2,-21,-8,1,1,1,1,180,2
4,5,0,1,1,1,1,1,11,3,21,4,25,15,-1,10,33,32,3,4,-7,2,-17,1,-21,-10,1,1,1,1,179,2
4,4,0,1,1,1,1,1,11,4,21,4,24,15,-1,10,34,32,3,3,-7,0,-17,0,-20,-11,1,1,1,1,178,2
5,4,0,1,1,1,1,1,11,3,21,3,24,14,-1,8,34,32,4,3,-6,1,-16,1,-19,-10,1,1,0,1,177,3
5,3,0,1,1,1,1,1,11,3,22,3,23,14,-1,7,36,32,4,2,-6,0,-17,0,-18,-11,1,0,1,1,176,2
6,3,0,1,1,1,1,1,11,4,22,3,23,14,-1,7,35,31,5,2,-5,-1,-16,0,-17,-11,0,0,1,1,175,3
7,3,0,1,1,1,1,1,10,4,22,3,23,15,-1,5,34,29,6,2,-3,-1,-15,0,-16,-12,0,0,1,1,174,3
8,3,0,1,1,1,1,1,10,4,21,3,22,15,-1,4,32,27,7,2,-2,-1,-13,0,-14,-12,1,0,1,1,173,3
8,4,0,1,1,1,1,1,11,4,21,3,22,16,-1,4,31,27,7,3,-3,0,-13,1,-14,-12,1,1,1,0,172,1
9,4,0,1,1,1,1,1,10,4,22,3,22,15,-1,2,31,25,8,3,-1,0,-13,1,-13,-11,1,1,1,1,171,3
10,4,0,0,1,1,1,1,3,1,22,4,22,15,-1,-1,29,24,9,3,7,3,-12,0,-12,-11,1,1,1,1,170,3
11,4,0,0,1,1,1,1,3,1,22,3,22,14,-1,-1,29,24,10,3,8,3,-11,1,-11,-10,1,1,0,1,369,3
11,5,0,0,1,1,1,1,3,1,22,4,23,14,-1,-1,27,24,10,4,8,4,-11,1,-12,-9,1,1,0,1,368,1
11,6,0,0,1,1,1,1,3,1,22,4,23,14,-1,-1,26,23,10,5,8,5,-11,2,-12,-8,1,1,0,1,367,1
11,7,0,0,1,1,1,1,3,1,21,4,22,14,-1,-1,24,21,10,6,8,6,-10,3,-11,-7,1,1,0,1,366,1
11,8,0,0,1,1,1,1,3,1,21,4,22,13,-1,-1,23,21,10,7,8,7,-10,4,-11,-5,1,1,0,1,365,1
11,9,0,0,1,1,1,1,3,1,21,4,22,14,-1,-1,22,19,10,8,8,8,-10,5,-11,-5,1,1,0,1,364,1
11,10,0,0,1,1,1,1,3,1,20,4,22,14,-1,-1,20,18,10,9,8,9,-9,6,-11,-4,1,1,0,1,363,1
11,11,0,0,1,1,1,1,3,1,20,3,23,14,-1,-1,20,18,10,10,8,10,-9,8,-12,-3,1,1,0,1,362,1
11,12,0,0,1,1,1,1,3,1,21,3,24,14,-1,-1,20,18,10,11,8,11,-10,9,-13,-2,0,1,1,1,361,1
12,12,0,0,1,1,1,1,3,1,20,3,25,14,-1,-1,18,18,11,11,9,11,-8,9,-13,-2,0,0,1,1,360,3
13,12,0,0,1,1,1,1,3,1,20,4,25,14,-1,-1,16,17,12,11,10,11,-7,8,-12,-2,0,1,1,1,359,3
14,12,0,0,1,1,1,1,3,1,21,4,25,15,-1,-1,16,15,13,11,11,11,-7,8,-11,-3,1,1,1,1,358,3
14,13,0,0,1,1,1,1,3,1,21,3,24,15,-1,-1,18,13,13,12,11,12,-7,10,-10,-2,1,1,0,0,357,1
14,14,0,0,1,1,1,1,3,1,20,3,24,14,-1,-1,18,13,13,13,11,13,-6,11,-10,0,1,1,1,1,356,1
15,14,0,0,1,1,1,1,3,1,20,4,24,14,-1,-1,18,12,14,13,12,13,-5,10,-9,0,1,0,1,1,355,3
16,14,0,0,1,1,1,1,3,1,20,3,24,15,-1,-1,20,10,15,13,13,13,-4,11,-8,-1,1,0,1,1,354,3
17,14,0,0,1,1,1,1,3,1,21,3,23,15,-1,-1,20,8,16,13,14,13,-4,11,-6,-1,1,1,1,1,353,3
18,14,0,0,1,1,1,1,3,1,21,4,23,16,-1,-1,18,8,17,13,15,13,-3,10,-5,-2,0,1,1,1,352,3
19,14,0,0,1,1,1,1,3,1,21,4,23,16,-1,-1,17,7,18,13,16,13,-2,10,-4,-2,0,1,1,1,351,3
20,14,0,0,1,1,1,1,3,1,20,4,23,15,-1,-1,17,5,19,13,17,13,0,10,-3,-1,1,1,0,1,350,3
20,15,0,0,1,1,1,1,3,1,19,4,23,14,-1,-1,19,5,19,14,17,14,1,11,-3,1,1,1,1,0,349,1
21,15,0,0,1,1,1,1,3,1,19,3,23,15,-1,-1,21,3,20,14,18,14,2,12,-2,0,1,0,1,1,348,3
22,15,0,0,1,1,1,1,3,1,18,3,24,15,-1,-1,23,3,21,14,19,14,4,12,-2,0,1,1,1,1,347,3
23,15,0,0,1,1,1,1,3,1,17,3,25,15,-1,-1,25,3,22,14,20,14,6,12,-2,0,1,1,1,1,346,3
24,15,0,0,1,1,1,1,3,1,17,3,25,15,-1,-1,26,2,23,14,21,14,7,12,-1,0,1,1,1,1,345,3
25,15,0,0,1,0,1,1,3,1,18,3,25,16,-1,-1,26,-1,24,14,22,14,7,12,0,-1,1,1,0,1,344,3
24,15,0,0,1,0,1,1,3,1,18,3,7,1,-1,-1,25,-1,23,14,21,14,6,12,17,14,1,1,1,1,543,4
23,15,0,0,1,0,1,1,3,1,18,4,7,1,-1,-1,23,-1,22,14,20,14,5,11,16,14,1,1,1,1,542,4
22,15,0,0,1,0,1,1,3,1,18,4,7,1,-1,-1,22,-1,21,14,19,14,4,11,15,14,1,1,1,1,541,4
21,15,0,0,1,0,1,1,3,1,18,5,7,1,-1,-1,20,-1,20,14,18,14,3,10,14,14,1,0,1,1,540,4
20,15,0,0,1,0,1,1,3,1,19,5,7,1,-1,-1,18,-1,19,14,17,14,1,10,13,14,1,1,1,0,539,4
20,14,0,0,1,0,1,1,3,1,19,4,7,1,-1,-1,18,-1,19,13,17,13,1,10,13,13,1,1,0,1,538,2
20,13,0,0,1,0,1,1,3,1,19,5,7,1,-1,-1,16,-1,19,12,17,12,1,8,13,12,1,1,0,1,537,2
20,12,0,0,1,0,1,1,3,1,18,5,7,1,-1,-1,16,-1,19,11,17,11,2,7,13,11,1,1,0,1,536,2
20,11,0,0,1,0,1,1,3,1,18,4,7,1,-1,-1,16,-1,19,10,17,10,2,7,13,10,1,1,0,1,535,2
20,10,0,0,1,0,1,1,3,1,17,4,7,1,-1,-1,16,-1,19,9,17,9,3,6,13,9,1,0,1,1,534,2
19,10,0,0,1,0,1,1,3,1,16,4,7,1,-1,-1,14,-1,18,9,16,9,3,6,12,9,1,0,1,1,533,4
18,10,0,0,1,0,1,1,3,1,15,4,7,1,-1,-1,12,-1,17,9,15,9,3,6,11,9,1,0,1,1,532,4
17,10,0,0,1,0,1,1,3,1,15,3,7,1,-1,-1,12,-1,16,9,14,9,2,7,10,9,1,0,1,1,531,4
16,10,0,0,1,0,1,1,3,1,15,4,7,1,-1,-1,10,-1,15,9,13,9,1,6,9,9,1,0,1,1,530,4
15,10,0,0,1,0,1,1,3,1,14,4,7,1,-1,-1,8,-1,14,9,12,9,1,6,8,9,1,0,1,1,529,4
14,10,0,0,1,0,1,1,3,1,14,4,7,1,-1,-1,7,-1,13,9,11,9,0,6,7,9,1,1,1,1,528,4
14,9,0,0,1,0,1,1,3,1,14,5,7,1,-1,-1,5,-1,13,8,11,8,0,4,7,8,1,1,0,1,527,2
14,8,0,0,1,0,1,1,3,1,13,5,7,1,-1,-1,5,-1,13,7,11,7,1,3,7,7,1,1,1,1,526,2
14,7,0,0,1,0,1,1,3,1,13,6,7,1,-1,-1,3,-1,13,6,11,6,1,1,7,6,1,1,0,1,525,2
14,6,0,0,1,0,1,1,3,1,13,7,7,1,-1,-1,3,-1,13,5,11,5,1,-1,7,5,1,1,1,1,524,2
14,7,0,0,1,0,1,1,3,1,13,8,7,1,-1,-1,3,-1,13,6,11,6,1,-1,7,6,1,1,0,1,523,1
14,8,0,0,1,0,1,1,3,1,13,7,7,1,-1,-1,3,-1,13,7,11,7,1,1,7,7,1,1,1,1,522,1
12,11,1,1,1,1,6,6,4,12,13,7,13,12,12,10,6,3,6,5,8,-1,-1,4,-1,-1,1,1,1,1,0,1
12,12,1,1,1,1,6,7,4,12,13,8,13,11,12,9,6,3,6,5,8,0,-1,4,-1,1,1,1,1,1,-1,1
12,11,1,1,1,0,7,7,4,11,13,7,7,1,10,9,6,-1,5,4,8,0,-1,4,5,10,1,1,1,1,-2,2
12,10,1,1,1,0,8,7,4,11,12,7,7,1,8,10,4,-1,4,3,8,-1,0,3,5,9,1,1,1,1,197,2
12,9,1,1,1,0,8,6,4,12,12,6,7,1,8,12,4,-1,4,3,8,-3,0,3,5,8,1,1,1,1,196,2
12,8,1,1,1,0,8,6,4,11,13,6,7,1,7,12,4,-1,4,2,8,-3,-1,2,5,7,1,1,1,1,195,2
12,7,1,1,1,0,8,5,4,12,12,6,7,1,7,14,2,-1,4,2,8,-5,0,1,5,6,1,1,1,1,194,2
12,6,1,1,0,0,8,4,4,13,5,1,7,1,7,16,-1,-1,4,2,8,-7,7,5,5,5,1,1,1,1,193,2
12,5,1,1,0,0,8,3,5,13,5,1,7,1,7,16,-1,-1,4,2,7,-8,7,4,5,4,1,1,1,1,392,2
