game,score
1867,1197
1868,1143
1869,1141
1870,1010
1871,922
1872,872
1873,658
1874,1186
1875,767
1876,1172
1877,896
1878,927
1879,806
1880,972
1881,949
1882,1212
1883,992
1884,1173
1885,1007
1886,1077
1887,1186
1888,1171
1889,860
1890,1015
1891,870
1892,1072
1893,1105
1894,1118
1895,1224
1896,1167
1897,1228
1898,1041
1899,969
1900,990
1901,1061
1902,1097
1903,1175
1904,1177
1905,538
1906,1029
1907,883
1908,763
1909,767
1910,935
1911,827
1912,1151
1913,960
1914,840
1915,989
1916,991
1917,942
1918,953
1919,888
1920,871
1921,388
1922,954
1923,1221
1924,878
1925,1141
1926,918
1927,1039
1928,985
1929,1191
1930,1203
1931,1023
1932,1137
1933,520
1934,1188
1935,1141
1936,925
1937,1041
1938,1196
1939,1039
1940,1201
1941,1146
1942,793
1943,1180
1944,1221
1945,1203
1946,1183
1947,1195
1948,1157
1949,1128
1950,1182
1951,1199
1952,1017
1953,1092
1954,972
1955,856
1956,1000
1957,983
1958,1049
1959,637
1960,789
1961,1106
1962,825
1963,964
1964,970
1965,1015
1966,942
1967,1113
1968,1073
1969,1155
1970,1074
1971,1166
1972,1111
1973,1078
1974,803
1975,1086
1976,1028
1977,772
1978,894
1979,1097
1980,709
1981,1199
1982,777
1983,1054
1984,1166
1985,1001
1986,1069
1987,1168
1988,678
1989,1089
1990,1228
1991,1177
1992,1102
1993,1187
1994,1152
1995,1161
1996,1142
1997,1199
1998,1134
1999,1154
2000,1127
2001,787
2002,1194
2003,1144
2004,997
2005,1002
2006,947
2007,1006
2008,848
2009,1084
2010,1196
2011,1133
2012,1134
2013,952
2014,1198
2015,1029
2016,1198
2017,367
2018,891
2019,1090
2020,849
2021,1071
2022,866
2023,968
2024,1065
2025,1000
2026,1139
2027,1030
2028,1063
2029,1126
2030,1219
2031,1108
2032,671
2033,686
2034,673
2035,910
2036,432
2037,612
2038,623
2039,751
2040,402
2041,952
2042,794
2043,845
2044,1004
2045,881
2046,1068
2047,720
2048,1069
2049,1188
2050,1225
2051,1011
2052,1161
2053,1229
2054,973
2055,1178
2056,832
2057,867
2058,1138
2059,1169
2060,762
2061,1210
2062,1230
2063,1138
2064,997
2065,781
2066,1003
2067,850
2068,955
2069,1109
2070,1142
2071,851
2072,916
2073,911
2074,839
2075,905
2076,756
2077,1021
2078,994
2079,1123
2080,743
2081,1202
2082,696
2083,1026
2084,1017
2085,969
2086,818
2087,1234
2088,1172
2089,1042
2090,1204
2091,948
2092,1127
2093,1034
2094,991
2095,1140
2096,1128
2097,1132
2098,1113
2099,1009
2100,1112
2101,1217
2102,1194
2103,1205
2104,1177
2105,1231
2106,1245
2107,1196
2108,1151
2109,1205
2110,1189
2111,997
2112,973
2113,1106
2114,1181
2115,996
2116,1097
2117,1206
2118,1116
2119,1010
2120,1008
2121,1142
2122,1067
2123,1075
2124,1177
2125,987
2126,1016
2127,1047
2128,1207
2129,1157
2130,1142
2131,1218
2132,1157
2133,1174
2134,1208
2135,1037
2136,935
2137,1170
2138,1042
2139,1120
2140,1178
2141,1185
2142,1117
2143,1153
2144,774
2145,1081
2146,1163
2147,1004
2148,1110
2149,1002
2150,1144
2151,1146
2152,1046
2153,1191
2154,1239
2155,672
2156,1189
2157,1066
2158,1187
2159,1214
2160,1225
2161,1208
2162,1198
2163,1122
2164,1138
2165,1103
2166,1191
2167,1102
2168,1052
2169,1159
2170,1017
2171,700
2172,1137
2173,1178
2174,1154
2175,1099
2176,1231
2177,960
2178,1194
2179,1099
2180,851
2181,1159
2182,859
2183,825
2184,1086
2185,1096
2186,1005
2187,623
2188,1107
2189,1121
2190,1023
2191,1027
2192,1170
2193,1113
2194,984
2195,1114
2196,1183
2197,819
2198,949
2199,1138
2200,1074
2201,1143
2202,906
2203,1185
2204,1130
2205,1068
2206,985
2207,1146
2208,1222
2209,1195
2210,1219
2211,1019
2212,1164
2213,1180
2214,1091
2215,1068
2216,1067
2217,804
2218,1057
2219,999
2220,1059
2221,1039
2222,1126
2223,1185
2224,1147
2225,1117
2226,1071
2227,702
2228,1145
2229,1092
2230,1091
2231,1149
2232,976
2233,932
2234,754
2235,1109
2236,1213
2237,1175
2238,1185
2239,1188
2240,1060
2241,1239
2242,1019
2243,1211
2244,1152
2245,925
2246,1194
2247,1088
2248,353
2249,1134
2250,943
2251,1206
2252,1029
2253,1203
2254,705
2255,1057
2256,1210
2257,1217
2258,1176
2259,1095
2260,876
2261,1082
2262,1210
2263,1216
2264,1145
2265,1195
2266,1187
2267,1073
2268,937
2269,1076
2270,1209
2271,1206
2272,1030
2273,1191
2274,1157
2275,1143
2276,1171
2277,908
2278,1090
2279,1149
2280,1124
2281,1220
2282,1129
2283,633
2284,1063
2285,1071
2286,1225
2287,1182
2288,1216
2289,1117
2290,1187
2291,1197
2292,1136
2293,1023
2294,1141
2295,866
2296,1163
2297,1142
2298,1062
2299,1116
2300,1183
2301,1086
2302,1095
2303,1176
2304,1183
2305,1214
2306,1187
2307,1033
2308,1196
2309,1191
2310,1159
2311,1170
2312,1185
2313,1184
2314,1138
2315,1192
2316,1234
2317,969
2318,1168
2319,1032
2320,1092
2321,1112
2322,1006
2323,1017
2324,1145
2325,1185
2326,921
2327,1188
2328,1177
2329,1156
2330,849
2331,770
2332,1189
2333,966
2334,982
2335,966
2336,1109
2337,1145
2338,1140
2339,877
2340,1191
2341,1184
2342,1216
2343,1108
2344,1205
2345,1114
2346,1041
2347,963
2348,932
2349,975
2350,845
2351,1091
2352,1011
2353,977
2354,1062
2355,1162
2356,1135
2357,1153
2358,912
2359,983
2360,1152
2361,1050
2362,965
2363,834
2364,977
2365,1160
2366,1018
2367,985
2368,635
2369,1038
2370,1223
2371,931
2372,1182
2373,904
2374,1026
2375,684
2376,896
2377,715
2378,994
2379,981
2380,802
2381,825
2382,1160
2383,1164
2384,402
2385,1134
2386,1024
2387,1193
2388,1188
2389,857
2390,1204
2391,1230
2392,1018
2393,740
2394,1244
2395,1211
2396,888
2397,1030
2398,998
2399,996
2400,979
2401,1173
2402,1216
2403,1137
2404,1044
2405,1069
2406,1164
2407,1191
2408,1136
2409,1014
2410,989
2411,1127
2412,1191
2413,1089
2414,1221
2415,824
2416,760
2417,840
2418,1027
2419,743
2420,1102
2421,845
2422,1036
2423,1145
2424,1015
2425,1164
2426,1217
2427,1152
2428,1137
2429,1192
2430,1052
2431,1196
2432,1211
2433,1063
2434,1176
2435,1046
2436,1191
2437,1212
2438,1171
2439,1207
2440,1193
2441,1210
2442,1106
2443,1199
2444,1226
2445,1019
2446,1113
2447,544
2448,1122
2449,973
2450,1023
2451,1184
2452,1059
2453,895
2454,1090
2455,1050
2456,970
2457,1135
2458,1162
2459,1214
2460,1193
2461,1048
2462,1124
2463,935
2464,801
2465,482
2466,1111
2467,1129
2468,901
2469,1166
2470,962
2471,1000
2472,1182
2473,1078
2474,1165
2475,1111
2476,667
2477,1011
2478,1162
2479,1157
2480,1126
2481,1209
2482,1032
2483,1223
2484,779
2485,765
2486,1078
2487,1175
2488,919
2489,1090
2490,1216
2491,829
2492,865
2493,1231
2494,634
2495,845
2496,1110
2497,1104
2498,1152
2499,1038
2500,1079
2501,783
2502,1058
2503,1187
2504,1107
2505,1159
2506,953
2507,1096
2508,1095
2509,1121
2510,577
2511,1208
2512,1099
2513,1133
2514,1077
2515,1144
2516,1147
2517,1086
2518,1159
2519,1034
2520,1185
2521,1150
2522,1125
2523,1160
2524,1118
2525,1087
2526,1212
2527,1197
2528,1044
2529,1211
2530,605
2531,1167
2532,687
2533,770
2534,692
2535,887
2536,1121
2537,1196
2538,1034
2539,1124
2540,1129
2541,927
2542,1197
2543,1115
2544,1135
2545,1016
2546,1042
2547,1111
2548,909
2549,1136
2550,1034
2551,1120
2552,1107
2553,1059
2554,1070
2555,892
2556,525
2557,1168
2558,1079
2559,954
2560,1163
2561,1042
2562,1065
2563,1137
2564,1220
2565,1051
2566,923
2567,1120
2568,1143
2569,1144
2570,1131
2571,1193
2572,979
2573,1030
2574,993
2575,1103
2576,1153
2577,1205
2578,1162
2579,1062
2580,1016
2581,1141
2582,1162
2583,1178
2584,1145
2585,678
2586,1009
2587,1216
2588,1222
2589,1144
2590,1087
2591,1185
2592,1219
2593,1139
2594,587
2595,1043
2596,1168
2597,1061
2598,1117
2599,1227
2600,1101
2601,1189
2602,1145
2603,929
2604,1238
2605,965
2606,1165
2607,1164
2608,1146
2609,1177
2610,1001
2611,882
2612,1012
2613,1020
2614,935
2615,851
2616,778
2617,1158
2618,879
2619,1071
2620,1013
2621,859
2622,1047
2623,1147
2624,1158
2625,1195
2626,1125
2627,792
2628,1177
2629,1207
2630,1086
2631,1161
2632,1134
2633,759
2634,1165
2635,1147
2636,958
2637,1142
2638,1153
2639,1007
2640,944
2641,1197
2642,1175
2643,1152
2644,1212
2645,881
2646,812
2647,1202
2648,950
2649,1222
2650,1161
2651,1199
2652,587
2653,784
2654,727
2655,1013
2656,1182
2657,1028
2658,885
2659,420
2660,752
2661,777
2662,1099
2663,970
2664,1221
2665,1052
2666,1037
2667,1088
2668,1099
2669,1177
2670,875
2671,975
2672,1224
2673,970
2674,1211
2675,837
2676,1040
2677,1169
2678,885
2679,1136
2680,1165
2681,1002
2682,1176
2683,1122
2684,1034
2685,1173
2686,1057
2687,1196
2688,1100
2689,1052
2690,1235
2691,1106
2692,1092
2693,1043
